playerName,team,rating,region,playerCategory,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent_1,agent_2,agent_3
Elisa,NB,0.78,EMEA,vct-game-changer,184.0,0.82,64%,123.7,0.67,0.31,0.10,0.18,46%,43%,omen,phoenix,
elisosa,38,0.91,Americas,vct-challengers,220.5,0.81,61%,145.9,0.68,0.34,0.08,0.11,28%,,kayo,,
Elite,BBL,01.08,EMEA,vct-international,199.8,1.13,70%,133.7,0.73,0.19,0.08,0.06,43%,14%,viper,killjoy,cypher
ell,Baby,0.59,Pacific,vct-challengers,138.0,0.52,52%,90.4,0.48,0.10,0.07,0.14,29%,,sova,,
ellie,aTTaX,01.05,EMEA,vct-game-changer,222.0,1.11,68%,146.3,0.81,0.14,0.16,0.18,31%,13%,jett,raze,neon
elllement,CGN,1.11,EMEA,vct-challengers,239.0,1.20,70%,159.8,0.84,0.18,0.19,0.16,25%,19%,raze,jett,sage
els,BLAZ,01.06,EMEA,vct-game-changer,243.8,01.04,71%,167.3,0.81,0.24,0.17,0.15,26%,,viper,raze,jett
Eluny,Sock,0.80,EMEA,vct-game-changer,169.7,0.69,66%,112.2,0.55,0.29,0.08,0.09,16%,11%,omen,killjoy,
eluwu,PURR,0.95,Pacific,vct-game-changer,214.2,0.97,66%,139.2,0.75,0.16,0.16,0.21,27%,14%,raze,jett,
elvis,44,0.95,Americas,vct-challengers,237.0,01.03,64%,148.4,0.80,0.14,0.16,0.20,24%,20%,jett,raze,
ElyS,RTL,0.90,Americas,vct-game-changer,203.4,0.92,66%,135.6,0.72,0.13,0.15,0.17,27%,15%,raze,jett,
elysian,FKS.S,0.97,EMEA,vct-game-changer,183.8,0.91,71%,123.2,0.65,0.31,0.04,0.05,29%,13%,raze,skye,sova
elysiu,Catn,0.84,Americas,vct-game-changer,187.0,0.67,42%,124.1,0.58,0.13,0.10,0.13,24%,,killjoy,cypher,
Elysium,NOM,0.80,EMEA,vct-challengers,162.9,0.73,62%,104.0,0.54,0.34,0.03,0.10,28%,12%,omen,brimstone,viper
Elyxo,NEAN,0.99,EMEA,vct-challengers,221.0,0.98,78%,142.5,0.79,0.50,0.06,0.06,30%,17%,breach,omen,
emi,WOOP,0.78,Americas,vct-game-changer,187.0,0.82,48%,122.3,0.68,0.10,0.10,0.20,28%,25%,killjoy,cypher,
emluo,PAW,01.03,Americas,vct-game-changer,204.8,01.03,70%,134.7,0.73,0.27,0.10,0.09,41%,18%,omen,killjoy,viper
emma,MGC,0.58,Americas,vct-game-changer,110.5,0.48,54%,64.6,0.41,0.27,0.00,0.08,35%,,omen,harbor,
Emman,NAOS,0.97,Pacific,vct-challengers,180.3,0.97,75%,118.6,0.65,0.34,0.07,0.06,32%,15%,sova,skye,fade
empafi,58,0.42,EMEA,vct-game-changer,94.7,0.39,48%,69.0,0.33,0.26,0.00,0.09,25%,10%,gekko,,
Ender,KZ,0.93,Pacific,vct-challengers,199.9,0.90,67%,131.7,0.70,0.22,0.10,0.13,26%,10%,killjoy,skye,sova
enderz,Pres,0.75,Americas,vct-game-changer,206.0,0.73,53%,134.3,0.67,0.12,0.17,0.24,27%,14%,yoru,raze,jett
endoist,VLTH,0.96,Pacific,vct-challengers,225.9,0.96,68%,145.3,0.78,0.18,0.15,0.16,23%,13%,raze,jett,neon
enerii,XIP,1.28,Pacific,vct-game-changer,271.1,1.46,79%,171.3,0.95,0.26,0.22,0.14,25%,4%,reyna,skye,gekko
eNes,SGE,0.87,EMEA,vct-challengers,172.5,0.83,67%,111.3,0.62,0.31,0.07,0.07,26%,13%,omen,viper,harbor
ennui,179,0.86,Americas,vct-game-changer,215.7,0.87,62%,141.1,0.74,0.13,0.18,0.17,20%,17%,raze,jett,
enozaki,62,0.82,EMEA,vct-challengers,148.7,0.85,65%,110.8,0.53,0.19,0.05,0.06,23%,40%,viper,killjoy,
Enrik,LONE,0.85,EMEA,vct-challengers,180.2,0.86,63%,116.4,0.65,0.25,0.08,0.14,31%,14%,skye,kayo,brimstone
ensena,44,1.13,Americas,vct-challengers,226.5,01.03,73%,149.0,0.77,0.18,0.18,0.18,26%,,jett,chamber,
Entri,Inst,1.14,Americas,vct-challengers,220.0,01.07,67%,142.8,0.77,0.18,0.11,0.10,23%,24%,jett,deadlock,
Envious,MLT.GC,0.90,Pacific,vct-game-changer,204.2,0.85,66%,134.8,0.68,0.30,0.11,0.17,25%,16%,harbor,jett,omen
Envy2K,185,0.94,Pacific,vct-challengers,226.9,0.94,57%,141.5,0.76,0.15,0.20,0.19,23%,14%,jett,yoru,neon
Enzo,TL,0.92,EMEA,vct-international,175.7,0.86,66%,117.9,0.57,0.30,0.06,0.07,18%,9%,skye,sova,gekko
Enzyy,63,01.02,Pacific,vct-challengers,218.7,01.04,60%,134.2,0.83,0.06,0.13,0.13,23%,17%,raze,iso,
Eowyn,Sinc,0.54,Pacific,vct-game-changer,147.7,0.55,57%,93.8,0.51,0.18,0.05,0.17,15%,10%,omen,harbor,
Equinox,Jai,1.35,Pacific,vct-challengers,274.7,1.39,81%,176.2,0.97,0.14,0.08,0.08,30%,,chamber,reyna,killjoy
er1no,axol,0.85,EMEA,vct-game-changer,185.1,0.83,65%,123.1,0.67,0.21,0.13,0.10,24%,9%,cypher,viper,
Eren,TYL,,China,vct-international,202.5,0.97,,136.1,0.71,0.26,0.09,0.12,,,viper,reyna,sova
erennTT,PDS,01.09,EMEA,vct-challengers,207.5,01.06,64%,134.2,0.74,0.36,0.06,0.02,31%,20%,brimstone,omen,
Erizillo,SRPS,0.81,EMEA,vct-challengers,161.0,0.65,59%,108.9,0.54,0.29,0.07,0.00,29%,14%,omen,,
Erz4h,64,0.71,Pacific,vct-challengers,158.7,0.58,72%,101.8,0.48,0.58,0.06,0.16,21%,14%,omen,neon,
esc,52,0.55,EMEA,vct-challengers,140.7,0.56,58%,88.6,0.48,0.15,0.06,0.06,27%,,viper,breach,
Escalon,29,0.36,Pacific,vct-challengers,128.5,0.32,48%,87.4,0.31,0.14,0.07,0.21,24%,,reyna,raze,
ESMONDE,KZ,0.89,Pacific,vct-challengers,169.4,0.80,71%,113.8,0.57,0.40,0.05,0.08,22%,18%,omen,viper,brimstone
Eso177,GMB,01.02,EMEA,vct-challengers,203.4,01.08,70%,133.7,0.71,0.17,0.09,0.09,23%,18%,cypher,killjoy,viper
esoyboy,27,0.03,Americas,vct-game-changer,28.0,0.04,22%,24.3,0.04,0.15,0.00,0.30,12%,,viper,skye,
Estrella,RRQ,0.95,Pacific,vct-international,167.2,0.89,74%,109.5,0.58,0.42,0.05,0.07,29%,6%,sova,skye,fade
Esub12,38,0.50,Americas,vct-game-changer,120.5,0.47,50%,84.4,0.37,0.13,0.00,0.03,17%,,killjoy,cypher,
Esub9,34,0.84,Americas,vct-game-changer,158.5,0.67,65%,101.2,0.53,0.26,0.03,0.09,38%,17%,skye,gekko,
etan,CSP,0.71,Americas,vct-challengers,158.5,0.65,65%,115.9,0.54,0.38,0.05,0.05,26%,,brimstone,omen,
Eternity,28,0.62,Pacific,vct-game-changer,160.5,0.54,57%,104.1,0.50,0.07,0.11,0.14,17%,,sova,gekko,
Ethan,NRG,01.03,Americas,vct-international,206.1,01.01,76%,130.1,0.70,0.44,0.08,0.08,21%,16%,kayo,skye,yoru
Ethan,(+1),0.87,Pacific,vct-challengers,184.4,0.85,60%,123.1,0.63,0.11,0.10,0.12,31%,,killjoy,cypher,fade
etn,FMG.GC,01.01,EMEA,vct-game-changer,219.5,0.97,72%,145.0,0.74,0.21,0.09,0.14,20%,,raze,cypher,
eugeneS,SKYE,0.81,Pacific,vct-challengers,208.4,0.80,65%,136.5,0.68,0.19,0.15,0.21,19%,8%,jett,raze,
Euphoric,35,0.37,Americas,vct-challengers,129.5,0.39,46%,85.9,0.37,0.23,0.09,0.17,27%,,killjoy,cypher,
eur,AVN,0.75,Pacific,vct-challengers,166.3,0.68,64%,109.3,0.57,0.34,0.05,0.11,28%,3%,omen,clove,viper
Ev0,CC,0.55,Americas,vct-challengers,128.5,0.52,61%,95.8,0.42,0.21,0.05,0.11,24%,,killjoy,,
Evade,33,0.36,Americas,vct-challengers,119.0,0.38,52%,86.8,0.36,0.15,0.06,0.12,30%,,jett,raze,
Evie,Akum,0.85,Americas,vct-game-changer,160.5,0.67,58%,113.1,0.52,0.32,0.07,0.07,24%,5%,killjoy,cypher,sova
Evo,KZ,0.79,Pacific,vct-challengers,142.8,0.70,68%,99.4,0.49,0.36,0.05,0.05,24%,13%,breach,killjoy,
evolution,41,1.11,Americas,vct-challengers,224.5,0.97,56%,163.8,0.80,0.15,0.15,0.22,30%,25%,chamber,jett,
evv,FLY.R,01.01,Americas,vct-game-changer,208.3,1.00,74%,135.3,0.73,0.33,0.07,0.07,33%,16%,kayo,skye,sova
evxl,30,0.67,Americas,vct-game-changer,166.0,0.62,50%,101.5,0.60,0.17,0.00,0.17,21%,14%,viper,cypher,
evyy,30,0.64,EMEA,vct-game-changer,157.5,0.57,67%,101.3,0.57,0.37,0.03,0.03,22%,,breach,,
Exalt,AMB,0.85,Americas,vct-challengers,156.5,0.83,69%,102.8,0.58,0.37,0.03,0.08,24%,12%,omen,sage,kayo
eXampL,DIV,1.11,EMEA,vct-challengers,193.9,1.11,74%,130.0,0.70,0.36,0.06,0.06,27%,7%,cypher,skye,kayo
exayy,PRZ,0.61,EMEA,vct-challengers,170.5,0.65,56%,118.1,0.59,0.15,0.06,0.18,25%,,reyna,omen,
Excali,MDL,0.98,Pacific,vct-challengers,205.4,0.97,66%,137.1,0.72,0.19,0.13,0.13,29%,5%,sova,killjoy,raze
ExciteMVP,WVU,01.06,Americas,vct-challengers,182.4,1.10,71%,126.6,0.64,0.27,0.08,0.08,32%,16%,sova,gekko,chamber
Exequies,RIMA,0.76,Pacific,vct-game-changer,136.0,0.76,64%,82.1,0.56,0.30,0.04,0.07,26%,25%,omen,reyna,viper
exile,ASTA,0.80,Americas,vct-challengers,179.7,0.80,59%,119.9,0.65,0.11,0.11,0.14,22%,16%,raze,jett,reyna
exotic,MEOW,0.77,Pacific,vct-challengers,203.8,0.79,63%,133.7,0.70,0.19,0.18,0.16,23%,3%,raze,jett,skye
Expvsed,5K,0.79,Americas,vct-challengers,167.0,0.75,71%,115.8,0.59,0.24,0.02,0.07,40%,,viper,omen,
eya,36,0.92,EMEA,vct-challengers,231.5,0.85,58%,149.5,0.78,0.08,0.14,0.08,41%,,jett,,
Ezeir,NOVA,,China,vct-international,174.9,0.88,,109.4,0.61,0.36,0.04,0.08,,,omen,astra,
ezzy,ACE,0.84,Pacific,vct-challengers,188.3,0.81,57%,125.1,0.67,0.17,0.11,0.17,32%,10%,cypher,chamber,viper
f0rsakeN,PRX,01.06,Pacific,vct-international,209.4,01.06,74%,136.6,0.74,0.37,0.09,0.11,30%,14%,kayo,harbor,yoru
f1cio,ZYG,,China,vct-challengers,169.2,0.83,,107.7,0.61,0.31,0.09,0.05,,,omen,killjoy,
f1cio,ZYG,1.12,Pacific,vct-challengers,221.6,1.16,74%,146.1,0.77,0.35,0.13,0.09,35%,11%,omen,viper,gekko
F4INT,TOG,0.99,EMEA,vct-game-changer,198.5,1.00,69%,121.2,0.73,0.22,0.07,0.04,23%,25%,sova,,
f4ngeer,tras,01.09,EMEA,vct-challengers,230.3,1.12,71%,155.5,0.83,0.19,0.14,0.15,31%,9%,clove,raze,gekko
Fable,Dead,0.84,Americas,vct-challengers,172.0,0.78,66%,108.9,0.60,0.37,0.08,0.10,22%,5%,viper,omen,
Faceroll,VENI,01.01,EMEA,vct-challengers,170.5,0.96,76%,108.1,0.60,0.42,0.04,0.13,19%,,omen,,
fainz,RAAD,0.80,EMEA,vct-challengers,198.4,0.83,61%,135.1,0.69,0.17,0.14,0.25,29%,,raze,jett,neon
Fair,SCC,01.03,Americas,vct-challengers,250.0,01.09,63%,163.6,0.88,0.07,0.15,0.15,25%,25%,raze,killjoy,
FAIRY,Wild,0.70,Americas,vct-game-changer,182.0,0.59,45%,123.9,0.61,0.06,0.06,0.06,29%,11%,clove,,
FakeAnanas,S4,1.16,EMEA,vct-challengers,215.0,1.11,77%,144.2,0.77,0.41,0.05,0.10,29%,40%,skye,kayo,gekko
falfalfal,BOBA,0.58,Pacific,vct-challengers,116.8,0.55,58%,76.2,0.46,0.07,0.04,0.11,28%,8%,cypher,,
Fall,38,1.23,Americas,vct-game-changer,272.5,1.13,71%,167.3,0.92,0.39,0.08,0.03,16%,11%,fade,skye,
Fall,Van,0.38,Americas,vct-game-changer,104.5,0.32,54%,74.0,0.32,0.46,0.04,0.00,26%,,kayo,fade,
falltw,NXT,0.88,EMEA,vct-challengers,168.0,0.81,69%,117.2,0.61,0.34,0.04,0.07,26%,18%,omen,viper,breach
FallX,MEOW,0.89,Pacific,vct-challengers,208.4,0.92,61%,141.5,0.73,0.14,0.15,0.20,34%,17%,raze,jett,chamber
Famouz,BME,1.13,Pacific,vct-challengers,247.1,1.18,73%,159.8,0.84,0.21,0.19,0.16,18%,17%,raze,jett,neon
Famsii,HGE,0.88,EMEA,vct-international,171.6,0.85,71%,125.6,0.62,0.28,0.09,0.07,27%,,omen,raze,
Famsii,HGE,01.01,EMEA,vct-challengers,237.9,01.04,69%,153.5,0.83,0.24,0.17,0.16,28%,19%,omen,yoru,raze
Famzzam,SNS,0.98,EMEA,vct-challengers,178.1,0.95,72%,115.6,0.63,0.32,0.08,0.07,23%,16%,viper,sova,breach
fanie,NE,0.70,Pacific,vct-game-changer,129.5,0.64,68%,88.6,0.48,0.30,0.00,0.05,34%,,sova,,
faraway,JDG,,China,vct-challengers,158.3,0.55,,37.2,0.51,0.03,0.02,0.00,,,raze,,
Faska,LK,0.84,EMEA,vct-challengers,168.0,0.77,67%,113.4,0.57,0.20,0.07,0.06,30%,,sova,skye,cypher
Fast,34,0.79,Americas,vct-challengers,175.5,0.66,59%,125.3,0.56,0.35,0.09,0.29,30%,,breach,sage,
fausTao,ARF,0.96,Pacific,vct-challengers,227.5,0.99,68%,149.5,0.77,0.20,0.20,0.19,21%,28%,raze,jett,yoru
fayy,PHX,1.14,Pacific,vct-challengers,241.0,01.09,73%,159.5,0.90,0.20,0.10,0.10,27%,29%,cypher,raze,
Feeqn,OF,01.02,EMEA,vct-challengers,198.6,01.01,71%,135.4,0.69,0.21,0.08,0.08,20%,12%,killjoy,cypher,brimstone
Felce,NE,0.97,Pacific,vct-game-changer,201.6,01.01,75%,132.8,0.75,0.26,0.06,0.04,33%,20%,sova,gekko,fade
Felipa,BBL.Q,0.96,EMEA,vct-game-changer,183.5,0.91,71%,122.5,0.63,0.37,0.06,0.07,33%,13%,kayo,breach,skye
Felix,SK,01.04,EMEA,vct-challengers,189.9,0.98,72%,128.5,0.65,0.34,0.08,0.07,25%,13%,gekko,viper,omen
FengF,TE,0.95,China,vct-international,222.7,01.07,67%,139.2,0.77,0.19,0.13,0.12,29%,15%,sova,raze,cypher
feqew,FLK,0.98,EMEA,vct-challengers,193.8,0.95,66%,128.3,0.72,0.17,0.10,0.06,33%,,killjoy,cypher,
Fezisss,RBT,1.28,EMEA,vct-challengers,234.3,1.35,76%,153.9,0.83,0.39,0.13,0.07,30%,25%,astra,cypher,
FFs,ZYG,,China,vct-challengers,129.0,0.62,,88.7,0.44,0.35,0.03,0.07,,,sova,harbor,
Fierryyy,59,0.80,Pacific,vct-challengers,167.0,0.76,61%,108.8,0.59,0.25,0.08,0.08,27%,,kayo,breach,
Filu,DSY,1.23,EMEA,vct-challengers,255.9,1.35,74%,165.4,0.94,0.19,0.22,0.15,32%,24%,jett,yoru,raze
fimoli,32,0.53,Pacific,vct-game-changer,135.5,0.43,47%,89.2,0.41,0.28,0.03,0.06,36%,,breach,deadlock,
FiNESSE,NRG,0.76,Americas,vct-international,158.1,0.71,64%,105.5,0.54,0.28,0.08,0.04,19%,12%,cypher,deadlock,viper
FireBallOps,0,01.05,Americas,vct-challengers,211.8,1.14,73%,149.4,0.79,0.19,0.08,0.10,37%,10%,killjoy,cypher,
FirstLove,END,0.85,Pacific,vct-challengers,189.9,0.78,70%,126.5,0.63,0.22,0.11,0.12,17%,,raze,yoru,jett
fishball,TDK,0.88,Pacific,vct-challengers,186.3,0.85,66%,122.6,0.67,0.33,0.05,0.14,28%,,kayo,killjoy,
Fit1nho,GX,0.92,EMEA,vct-international,185.7,0.90,68%,125.6,0.64,0.25,0.10,0.10,30%,7%,raze,yoru,breach
fives,36,0.76,Americas,vct-challengers,182.5,0.63,69%,120.6,0.56,0.36,0.17,0.19,33%,,cypher,omen,
FIVESTAR,PDS,0.86,EMEA,vct-challengers,205.5,0.87,66%,137.9,0.66,0.12,0.12,0.18,28%,,cypher,killjoy,
Fixy,U5,0.98,Pacific,vct-challengers,216.4,0.98,66%,140.1,0.75,0.19,0.17,0.20,22%,22%,jett,raze,chamber
fiziq,YFP,0.90,Americas,vct-challengers,171.4,0.87,73%,112.3,0.58,0.31,0.08,0.11,24%,14%,skye,sova,kayo
Fizzy,MOUZ,01.09,EMEA,vct-challengers,216.2,1.17,71%,141.8,0.77,0.21,0.09,0.09,31%,11%,cypher,viper,killjoy
Fizzy,Valk,0.48,Americas,vct-challengers,136.5,0.42,69%,96.5,0.36,0.36,0.10,0.07,28%,,breach,,
fl1pzjder,RRQ,0.83,Pacific,vct-international,160.3,0.76,68%,108.0,0.55,0.31,0.07,0.11,27%,20%,gekko,viper,omen
Flaring,U5,0.99,Pacific,vct-challengers,173.6,0.93,76%,113.5,0.61,0.43,0.04,0.06,26%,16%,viper,omen,brimstone
Flawless,NOM.L,0.90,EMEA,vct-game-changer,181.0,0.77,63%,121.6,0.63,0.08,0.03,0.05,26%,11%,gekko,fade,
Flex1n,BLG,0.93,China,vct-international,192.1,0.98,73%,120.6,0.67,0.38,0.06,0.09,36%,15%,omen,viper,brimstone
Flick,NEAN,0.89,EMEA,vct-challengers,186.0,0.91,62%,122.1,0.71,0.12,0.15,0.10,37%,17%,raze,jett,
Flickless,UCAM,1.13,EMEA,vct-challengers,188.9,01.03,75%,124.4,0.66,0.49,0.06,0.05,24%,22%,sage,breach,skye
Flonson,AWAK,0.47,Americas,vct-challengers,108.0,0.45,59%,67.4,0.36,0.15,0.03,0.15,39%,,viper,cypher,
Flora,F9,0.90,EMEA,vct-game-changer,187.0,0.91,63%,122.5,0.67,0.20,0.05,0.08,28%,17%,gekko,omen,
flora,Visi,0.69,EMEA,vct-game-changer,176.8,0.72,60%,121.9,0.62,0.17,0.14,0.16,24%,40%,raze,jett,neon
florescent,SR,1.45,Americas,vct-game-changer,306.6,1.69,78%,196.0,01.09,0.21,0.21,0.12,26%,16%,raze,jett,reyna
florescent,SR,1.23,Americas,vct-challengers,267.9,1.23,71%,178.2,0.92,0.22,0.17,0.14,26%,15%,raze,jett,
flow3r,38,1.24,Americas,vct-game-changer,282.0,1.23,71%,169.2,1.00,0.21,0.13,0.08,42%,25%,jett,reyna,
Fluky,FS,0.97,Pacific,vct-challengers,203.9,0.99,67%,135.3,0.74,0.25,0.12,0.13,30%,4%,omen,sage,brimstone
fluxxy,HERO,1.13,EMEA,vct-game-changer,214.2,1.16,76%,143.6,0.77,0.24,0.08,0.07,30%,17%,breach,cypher,killjoy
Flynch,LFM,0.94,Pacific,vct-challengers,204.9,0.92,64%,133.9,0.71,0.17,0.14,0.12,28%,24%,jett,raze,skye
flyuh,MxS,0.90,Americas,vct-challengers,175.1,0.88,74%,112.7,0.60,0.45,0.07,0.10,26%,10%,fade,astra,skye
FonTuz,Beav,0.98,Pacific,vct-challengers,200.7,0.95,68%,135.5,0.71,0.24,0.09,0.08,25%,9%,sova,gekko,omen
Foods,Jopa,0.81,Pacific,vct-challengers,193.3,0.76,59%,130.7,0.65,0.18,0.16,0.14,26%,13%,raze,jett,yoru
fowy,41,0.75,Pacific,vct-game-changer,158.0,0.65,78%,98.1,0.54,0.41,0.05,0.07,29%,,omen,,
FOX,GRY,0.68,Pacific,vct-challengers,131.4,0.54,62%,88.2,0.44,0.34,0.05,0.10,22%,9%,breach,skye,kayo
Foxie,DVM,0.87,EMEA,vct-challengers,174.1,0.83,71%,114.6,0.59,0.32,0.08,0.09,31%,8%,astra,breach,gekko
foxz,FS,01.06,Pacific,vct-challengers,202.0,01.07,74%,136.7,0.71,0.33,0.08,0.07,28%,19%,sova,gekko,yoru
Fragger,SAW,0.98,EMEA,vct-challengers,197.9,0.95,73%,126.6,0.68,0.50,0.09,0.09,28%,21%,kayo,sage,skye
France,Equi,0.85,Americas,vct-challengers,195.5,0.69,63%,125.9,0.63,0.16,0.19,0.06,27%,8%,killjoy,chamber,
FrancyBald,LONE,0.61,EMEA,vct-challengers,130.8,0.59,56%,95.7,0.47,0.26,0.04,0.14,34%,13%,omen,viper,
fred,FB,0.91,EMEA,vct-challengers,222.0,0.98,73%,136.5,0.78,0.13,0.21,0.17,33%,13%,jett,raze,
freddan,WHO,0.86,EMEA,vct-challengers,159.3,0.88,72%,112.7,0.61,0.14,0.07,0.03,30%,,skye,omen,
freeing,DRX,,China,vct-challengers,252.9,1.28,,164.8,0.91,0.17,0.10,0.13,,,cypher,viper,killjoy
freelilly,36,0.83,Americas,vct-game-changer,216.5,0.81,58%,146.2,0.72,0.14,0.19,0.17,24%,,killjoy,,
FrenZyy,XLR8,0.80,Pacific,vct-challengers,156.5,0.61,57%,115.0,0.51,0.19,0.03,0.00,31%,6%,skye,sova,breach
FREY,LZE,0.93,Pacific,vct-challengers,181.8,0.96,70%,119.1,0.66,0.17,0.10,0.05,26%,18%,sage,cypher,chamber
Freyaaa,41,0.86,Pacific,vct-game-changer,160.0,0.77,63%,105.0,0.56,0.32,0.10,0.05,20%,33%,cypher,,
Freyy,Z10,01.03,EMEA,vct-challengers,193.1,01.01,70%,130.3,0.70,0.32,0.07,0.08,27%,10%,brimstone,omen,viper
Frisk,(+1),0.82,Pacific,vct-challengers,165.1,0.81,64%,111.7,0.60,0.17,0.07,0.08,31%,,killjoy,cypher,viper
FrizzNatsz,LCR,0.84,Pacific,vct-challengers,172.1,0.75,64%,115.6,0.59,0.25,0.06,0.14,26%,8%,skye,sova,gekko
froanzi,36,0.77,EMEA,vct-game-changer,181.5,0.70,69%,123.6,0.58,0.22,0.08,0.19,25%,,cypher,yoru,
frontside,RZN,0.69,EMEA,vct-challengers,138.0,0.58,65%,89.8,0.45,0.29,0.04,0.07,23%,5%,cypher,viper,
Frootcuhp,Figu,0.48,Americas,vct-game-changer,146.0,0.59,44%,86.0,0.53,0.09,0.16,0.13,33%,,skye,viper,
frostmind,BTR,01.02,Pacific,vct-challengers,184.9,01.02,70%,130.6,0.68,0.19,0.06,0.06,34%,16%,killjoy,cypher,viper
Frosty,33,01.03,Americas,vct-challengers,241.0,01.04,82%,157.6,0.88,0.21,0.09,0.09,29%,,cypher,killjoy,
FrostyZ,MAS,0.66,Pacific,vct-challengers,141.7,0.62,71%,99.8,0.50,0.28,0.12,0.12,32%,17%,jett,kayo,omen
fsau,87,01.05,EMEA,vct-challengers,228.5,01.02,76%,155.4,0.75,0.26,0.14,0.10,18%,,raze,,
Fuazy,31,0.42,Americas,vct-challengers,138.0,0.47,42%,82.9,0.45,0.13,0.13,0.19,23%,,deadlock,gekko,
furbsa,SAD,01.03,Americas,vct-challengers,226.7,01.05,69%,149.3,0.80,0.19,0.17,0.13,33%,10%,raze,jett,reyna
furyan,FXL,0.91,EMEA,vct-challengers,206.7,0.86,64%,140.9,0.71,0.27,0.17,0.19,21%,28%,raze,omen,jett
FUZE,39,0.19,Pacific,vct-challengers,90.0,0.31,41%,59.3,0.28,0.10,0.05,0.10,34%,,cypher,sova,
Fuzzie,TEAR,0.89,Pacific,vct-challengers,178.3,0.78,70%,120.8,0.60,0.33,0.10,0.08,28%,11%,sova,reyna,skye
G1BBY,38,0.90,Americas,vct-challengers,181.0,0.77,68%,121.0,0.63,0.26,0.08,0.00,40%,,viper,skye,
G1Xad,XG,,China,vct-challengers,138.0,0.67,,90.7,0.51,0.11,0.03,0.08,,,deadlock,gekko,fade
G4RRICK,20,0.60,Pacific,vct-challengers,150.0,0.65,45%,103.9,0.55,0.10,0.15,0.20,34%,,omen,,
gaaAAB,68,0.96,EMEA,vct-game-changer,163.7,0.84,59%,118.0,0.54,0.50,0.04,0.09,32%,,skye,kayo,breach
GabbyDiz,Balb,0.87,Pacific,vct-challengers,170.6,0.78,67%,112.3,0.63,0.40,0.03,0.09,27%,4%,omen,kayo,
gabo,CW,0.79,Pacific,vct-challengers,165.0,0.75,60%,114.3,0.59,0.14,0.07,0.09,32%,16%,raze,cypher,killjoy
gan,NGZ,0.94,Pacific,vct-challengers,208.7,0.90,63%,132.8,0.73,0.19,0.14,0.12,26%,14%,jett,fade,
garnetS,NKT,01.04,Pacific,vct-challengers,218.3,1.12,73%,142.3,0.75,0.14,0.19,0.14,30%,24%,raze,jett,deadlock
Garv,RGE,0.98,Pacific,vct-challengers,206.1,01.03,70%,134.0,0.74,0.20,0.10,0.10,27%,10%,raze,jett,skye
GaryDaSnail,Non-,01.05,Americas,vct-challengers,199.5,0.97,68%,133.9,0.70,0.15,0.03,0.03,29%,11%,cypher,killjoy,
GatsH,CASE,0.90,EMEA,vct-challengers,158.8,0.89,73%,110.1,0.58,0.27,0.07,0.12,25%,7%,sage,omen,brimstone
GauRanG,TRS,0.80,Pacific,vct-challengers,158.3,0.73,63%,104.7,0.56,0.25,0.04,0.09,33%,15%,omen,brimstone,viper
gecko,38,0.78,Americas,vct-challengers,183.0,0.69,71%,130.6,0.58,0.29,0.08,0.11,23%,,kayo,viper,
geeza,MU,1.17,Americas,vct-challengers,223.7,1.24,73%,150.4,0.86,0.14,0.11,0.08,32%,22%,killjoy,cypher,reyna
Gem,(+1),0.99,EMEA,vct-game-changer,196.3,0.88,65%,140.9,0.66,0.21,0.06,0.11,28%,7%,killjoy,cypher,viper
Generic,34,0.91,Americas,vct-challengers,186.5,0.72,53%,126.4,0.62,0.12,0.12,0.15,30%,,raze,jett,
GENETICZZ,PXU,0.85,EMEA,vct-challengers,185.9,0.85,60%,118.1,0.68,0.10,0.05,0.07,32%,9%,cypher,killjoy,clove
Geni,RQM,01.04,EMEA,vct-challengers,198.3,1.10,70%,127.2,0.74,0.23,0.05,0.09,31%,22%,skye,sova,cypher
Georggyyy,VLT,0.82,Pacific,vct-challengers,194.5,0.83,67%,131.7,0.65,0.19,0.13,0.14,27%,38%,yoru,skye,jett
geri,34,0.70,Americas,vct-game-changer,186.0,0.72,62%,126.5,0.62,0.18,0.06,0.09,22%,,omen,killjoy,
GGHuiii,OF,1.00,Pacific,vct-challengers,220.8,01.05,69%,147.7,0.78,0.16,0.19,0.18,24%,23%,raze,jett,chamber
ghostxD,RGE,0.80,Pacific,vct-challengers,164.2,0.79,68%,104.4,0.58,0.36,0.07,0.10,30%,9%,brimstone,omen,viper
Gia,EV,0.62,Americas,vct-game-changer,130.7,0.50,61%,89.4,0.42,0.30,0.04,0.08,23%,5%,sova,skye,breach
GianSanity,1MS,0.94,Pacific,vct-challengers,201.8,0.93,69%,132.6,0.71,0.18,0.14,0.14,26%,18%,jett,raze,gekko
Gianta,RFS,0.90,EMEA,vct-game-changer,162.3,0.80,71%,111.0,0.58,0.40,0.08,0.05,31%,19%,omen,viper,cypher
gigi,30,0.90,Americas,vct-game-changer,191.5,0.80,60%,113.4,0.67,0.23,0.17,0.13,39%,,sova,skye,
gin,RLF,0.99,Pacific,vct-challengers,228.1,01.06,74%,148.0,0.80,0.22,0.17,0.19,35%,6%,killjoy,raze,phoenix
